id,shipment,time,temperature °C,battery,latitude,longitude,device,createdon,type,alerts
368993,769(10),2016-08-19 10:09,-0.2,3955,-33.868702,151.194965,"354430070007696",2016-08-19 10:28,Reading,
368994,769(10),2016-08-19 10:20,1.2,3953,-33.869223,151.1956,"354430070007696",2016-08-19 10:28,Reading,
369017,769(10),2016-08-19 10:29,2.2,3955,-33.871462,151.197571,"354430070007696",2016-08-19 10:43,Moving,
369018,769(10),2016-08-19 10:30,2.1,3952,-33.872024,151.19713,"354430070007696",2016-08-19 10:43,Reading,
369019,769(10),2016-08-19 10:39,-1.6,3955,-33.900396,151.199739,"354430070007696",2016-08-19 10:43,Reading,
369020,769(10),2016-08-19 10:43,-2.5,3954,-33.901055,151.194647,"354430070007696",2016-08-19 10:43,LightOn,"LightOn,Cold"
369021,769(10),2016-08-19 10:43,-2.5,3955,-33.899918,151.194852,"354430070007696",2016-08-19 10:44,LightOff,"LightOff"
369046,769(10),2016-08-19 10:49,-1.6,3955,-33.906598,151.191063,"354430070007696",2016-08-19 11:00,Reading,
369047,769(10),2016-08-19 10:58,-0.4,3955,-33.915729,151.197104,"354430070007696",2016-08-19 11:00,Stop,
369048,769(10),2016-08-19 11:00,-0.1,3955,-33.916809,151.197431,"354430070007696",2016-08-19 11:00,Reading,
369055,769(10),2016-08-19 11:04,0.5,3954,-33.916736,151.196399,"354430070007696",2016-08-19 11:04,LightOn,"LightOn"
369064,769(10),2016-08-19 11:06,2.1,3955,-33.916605,151.197145,"354430070007696",2016-08-19 11:12,LightOff,"LightOff"
369088,769(10),2016-08-19 11:06,2.1,3955,-33.916605,151.197145,"354430070007696",2016-08-19 11:30,LightOff,"LightOff"
369089,769(10),2016-08-19 11:09,4.2,3940,-33.921191,151.197466,"354430070007696",2016-08-19 11:30,Reading,
369090,769(10),2016-08-19 11:11,4.2,3943,-33.926599,151.187748,"354430070007696",2016-08-19 11:30,Moving,
369091,769(10),2016-08-19 11:17,2.5,3951,-33.932747,151.183697,"354430070007696",2016-08-19 11:30,Stop,
369092,769(10),2016-08-19 11:19,2.4,3952,-33.933502,151.182453,"354430070007696",2016-08-19 11:30,Reading,
369093,769(10),2016-08-19 11:29,3.4,3955,-33.931557,151.183451,"354430070007696",2016-08-19 11:30,Reading,
369149,769(10),2016-08-19 11:39,5.1,3951,-33.931572,151.184624,"354430070007696",2016-08-19 12:03,Moving,
369150,769(10),2016-08-19 11:39,5.1,3952,-33.931869,151.183828,"354430070007696",2016-08-19 12:03,Reading,
369151,769(10),2016-08-19 11:50,2.0,3949,-33.936805,151.112491,"354430070007696",2016-08-19 12:03,Reading,
369152,769(10),2016-08-19 12:00,-0.4,3950,-33.927949,151.07221,"354430070007696",2016-08-19 12:03,Reading,
369196,769(10),2016-08-19 12:09,-1.6,3950,-33.89955,151.06186,"354430070007696",2016-08-19 12:30,Stop,
369197,769(10),2016-08-19 12:10,-1.6,3950,-33.899278,151.061939,"354430070007696",2016-08-19 12:30,Reading,
369198,769(10),2016-08-19 12:20,-0.4,3950,-33.897683,151.062128,"354430070007696",2016-08-19 12:30,Reading,
369199,769(10),2016-08-19 12:27,-1.5,3950,-33.863666,151.061185,"354430070007696",2016-08-19 12:30,Moving,
369200,769(10),2016-08-19 12:30,-1.9,3950,-33.857602,151.054397,"354430070007696",2016-08-19 12:30,Reading,
369201,769(10),2016-08-19 12:30,-2.0,3950,-33.859216,151.054797,"354430070007696",2016-08-19 12:30,LightOn,"LightOn"
369219,769(10),2016-08-19 12:31,-1.5,3948,-33.858443,151.054315,"354430070007696",2016-08-19 12:36,Stop,
369235,769(10),2016-08-19 12:40,5.2,3950,-33.856541,151.053418,"354430070007696",2016-08-19 12:47,Reading,
369236,769(10),2016-08-19 12:46,9.5,3950,-33.858155,151.052721,"354430070007696",2016-08-19 12:47,LightOff,"LightOff,Hot"
369264,769(10),2016-08-19 12:50,10.6,3950,-33.858127,151.054329,"354430070007696",2016-08-19 13:09,Reading,
369265,769(10),2016-08-19 12:59,11.2,3951,-33.857742,151.052809,"354430070007696",2016-08-19 13:09,Reading,
369336,769(10),2016-08-19 13:10,11.6,3950,-33.858359,151.054498,"354430070007696",2016-08-19 13:44,Reading,
369337,769(10),2016-08-19 13:19,11.9,3950,-33.858295,151.054294,"354430070007696",2016-08-19 13:44,Reading,
369338,769(10),2016-08-19 13:29,12.1,3951,-33.858708,151.054123,"354430070007696",2016-08-19 13:44,Reading,
369339,769(10),2016-08-19 13:40,11.9,3950,-33.860799,151.054214,"354430070007696",2016-08-19 13:44,Reading,
369634,769(10),2016-08-19 13:50,11.8,3949,-33.860593,151.066121,"354430070007696",2016-08-19 14:15,Reading,
369635,769(10),2016-08-19 13:59,10.9,3950,-33.832739,151.086988,"354430070007696",2016-08-19 14:15,Reading,
369636,769(10),2016-08-19 14:00,10.9,3950,-33.832725,151.08699,"354430070007696",2016-08-19 14:15,Moving,
369637,769(10),2016-08-19 14:03,11.1,3950,-33.822117,151.081231,"354430070007696",2016-08-19 14:15,Stop,
369638,769(10),2016-08-19 14:09,11.1,3950,-33.822032,151.081066,"354430070007696",2016-08-19 14:15,Reading,
369702,769(10),2016-08-19 14:19,11.2,3950,-33.82185,151.081184,"354430070007696",2016-08-19 14:47,Reading,
369703,769(10),2016-08-19 14:30,11.4,3949,-33.821194,151.086578,"354430070007696",2016-08-19 14:47,Reading,
369704,769(10),2016-08-19 14:39,11.5,3947,-33.821194,151.086578,"354430070007696",2016-08-19 14:47,Reading,
369754,769(10),2016-08-19 14:49,11.6,3946,-33.825197,151.080821,"354430070007696",2016-08-19 15:21,Reading,
369755,769(10),2016-08-19 15:00,11.8,3948,-33.822207,151.081282,"354430070007696",2016-08-19 15:21,Reading,
369756,769(10),2016-08-19 15:10,12.2,3950,-33.821666,151.081097,"354430070007696",2016-08-19 15:21,Reading,
369757,769(10),2016-08-19 15:19,12.9,3950,-33.821833,151.081336,"354430070007696",2016-08-19 15:21,Reading,
369808,769(10),2016-08-19 15:30,13.5,3950,-33.821758,151.081269,"354430070007696",2016-08-19 15:54,Reading,
369809,769(10),2016-08-19 15:39,14.0,3950,-33.821857,151.081144,"354430070007696",2016-08-19 15:54,Reading,
369810,769(10),2016-08-19 15:49,14.4,3950,-33.821758,151.081074,"354430070007696",2016-08-19 15:54,Reading,
369853,769(10),2016-08-19 15:59,14.9,3950,-33.821748,151.081331,"354430070007696",2016-08-19 16:27,Reading,
369854,769(10),2016-08-19 16:09,15.4,3950,-33.821651,151.081279,"354430070007696",2016-08-19 16:27,Reading,
369855,769(10),2016-08-19 16:19,15.9,3950,-33.819975,151.081231,"354430070007696",2016-08-19 16:27,Reading,
369922,769(10),2016-08-19 16:29,16.4,3949,-33.821433,151.08168,"354430070007696",2016-08-19 17:01,Reading,
369923,769(10),2016-08-19 16:40,16.8,3950,-33.821296,151.080977,"354430070007696",2016-08-19 17:01,Reading,
369924,769(10),2016-08-19 16:50,17.0,3950,-33.820504,151.085591,"354430070007696",2016-08-19 17:01,Reading,
369925,769(10),2016-08-19 16:59,17.2,3950,-33.821576,151.08101,"354430070007696",2016-08-19 17:01,Reading,
369968,769(10),2016-08-19 17:10,17.5,3950,-33.820075,151.081435,"354430070007696",2016-08-19 17:35,Reading,
369969,769(10),2016-08-19 17:20,17.6,3950,-33.819756,151.081323,"354430070007696",2016-08-19 17:35,Reading,
369970,769(10),2016-08-19 17:30,17.8,3948,-33.821194,151.086578,"354430070007696",2016-08-19 17:35,Reading,
370024,769(10),2016-08-19 17:39,17.9,3950,-33.819669,151.081632,"354430070007696",2016-08-19 18:07,Reading,
370025,769(10),2016-08-19 17:49,17.9,3950,-33.819889,151.081551,"354430070007696",2016-08-19 18:07,Reading,
370026,769(10),2016-08-19 17:59,18.0,3949,-33.821194,151.086578,"354430070007696",2016-08-19 18:07,Reading,
370072,769(10),2016-08-19 18:10,18.0,3946,-33.8199,151.081306,"354430070007696",2016-08-19 18:41,Reading,
370073,769(10),2016-08-19 18:19,18.1,3946,-33.820052,151.081231,"354430070007696",2016-08-19 18:41,Reading,
370076,769(10),2016-08-19 18:30,18.1,3949,-33.820129,151.081437,"354430070007696",2016-08-19 18:41,Reading,
370078,769(10),2016-08-19 18:40,18.1,3947,-33.823159,151.078907,"354430070007696",2016-08-19 18:41,Reading,
370128,769(10),2016-08-19 18:50,18.1,3948,-33.819795,151.080496,"354430070007696",2016-08-19 19:15,Reading,
370129,769(10),2016-08-19 18:59,18.1,3948,-33.822761,151.085035,"354430070007696",2016-08-19 19:15,Reading,
370130,769(10),2016-08-19 19:10,18.0,3949,-33.825558,151.080948,"354430070007696",2016-08-19 19:15,Reading,
370179,769(10),2016-08-19 19:19,18.1,3945,-33.825329,151.081245,"354430070007696",2016-08-19 19:49,Reading,
370180,769(10),2016-08-19 19:29,18.0,3944,-33.822276,151.081339,"354430070007696",2016-08-19 19:49,Reading,
370182,769(10),2016-08-19 19:40,18.0,3945,-33.825553,151.080938,"354430070007696",2016-08-19 19:49,Reading,
370230,769(10),2016-08-19 19:50,18.1,3944,-33.821194,151.086578,"354430070007696",2016-08-19 20:22,Reading,
370231,769(10),2016-08-19 19:59,18.0,3944,-33.821818,151.081401,"354430070007696",2016-08-19 20:22,Reading,
370232,769(10),2016-08-19 20:10,18.0,3944,-33.821194,151.086578,"354430070007696",2016-08-19 20:22,Reading,
370233,769(10),2016-08-19 20:19,18.0,3944,-33.821584,151.08165,"354430070007696",2016-08-19 20:22,Reading,
370277,769(10),2016-08-19 20:29,18.0,3944,-33.821194,151.086578,"354430070007696",2016-08-19 20:54,Reading,
370278,769(10),2016-08-19 20:39,17.9,3944,-33.821679,151.081948,"354430070007696",2016-08-19 20:54,Reading,
370279,769(10),2016-08-19 20:50,17.9,3941,-33.821194,151.086578,"354430070007696",2016-08-19 20:54,Reading,
370312,769(10),2016-08-19 20:59,17.9,3941,-33.821194,151.086578,"354430070007696",2016-08-19 21:26,Reading,
370313,769(10),2016-08-19 21:10,17.9,3944,-33.821716,151.08129,"354430070007696",2016-08-19 21:26,Reading,
370314,769(10),2016-08-19 21:20,17.9,3943,-33.821194,151.086578,"354430070007696",2016-08-19 21:26,Reading,
370342,769(10),2016-08-19 21:30,17.9,3944,-33.82172,151.081372,"354430070007696",2016-08-19 21:58,Reading,
370343,769(10),2016-08-19 21:39,17.9,3944,-33.821824,151.081478,"354430070007696",2016-08-19 21:58,Reading,
370344,769(10),2016-08-19 21:50,17.8,3944,-33.821057,151.081685,"354430070007696",2016-08-19 21:58,Reading,
370416,769(10),2016-08-19 22:00,17.9,3944,-33.821194,151.086578,"354430070007696",2016-08-19 22:30,Reading,
370417,769(10),2016-08-19 22:10,17.8,3941,-33.821194,151.086578,"354430070007696",2016-08-19 22:30,Reading,
370418,769(10),2016-08-19 22:19,17.8,3944,-33.821255,151.081489,"354430070007696",2016-08-19 22:30,Reading,
370419,769(10),2016-08-19 22:30,17.8,3944,-33.821266,151.081719,"354430070007696",2016-08-19 22:30,Reading,
370481,769(10),2016-08-19 22:40,17.8,3943,-33.821512,151.081365,"354430070007696",2016-08-19 23:03,Reading,
370482,769(10),2016-08-19 22:49,17.8,3944,-33.825385,151.081155,"354430070007696",2016-08-19 23:03,Reading,
370483,769(10),2016-08-19 23:00,17.6,3943,-33.821386,151.081841,"354430070007696",2016-08-19 23:03,Reading,
370517,769(10),2016-08-19 23:10,17.8,3942,-33.821194,151.086578,"354430070007696",2016-08-19 23:35,Reading,
370518,769(10),2016-08-19 23:20,17.6,3942,-33.821724,151.081295,"354430070007696",2016-08-19 23:35,Reading,
370520,769(10),2016-08-19 23:29,17.6,3941,-33.821728,151.08135,"354430070007696",2016-08-19 23:35,Reading,
370554,769(10),2016-08-19 23:39,17.6,3940,-33.821819,151.081378,"354430070007696",2016-08-20 00:08,Reading,
370555,769(10),2016-08-19 23:50,17.6,3939,-33.825355,151.080372,"354430070007696",2016-08-20 00:08,Reading,
370556,769(10),2016-08-19 23:59,17.6,3938,-33.821194,151.086578,"354430070007696",2016-08-20 00:08,Reading,
370590,769(10),2016-08-20 00:09,17.8,3939,-33.821194,151.086578,"354430070007696",2016-08-20 00:40,Reading,
370591,769(10),2016-08-20 00:20,17.5,3939,-33.821194,151.086578,"354430070007696",2016-08-20 00:40,Reading,
370592,769(10),2016-08-20 00:30,17.4,3939,-33.821194,151.086578,"354430070007696",2016-08-20 00:40,Reading,
370593,769(10),2016-08-20 00:39,17.2,3939,-33.826443,151.086801,"354430070007696",2016-08-20 00:40,Reading,
370625,769(10),2016-08-20 00:50,17.4,3939,-33.825172,151.081261,"354430070007696",2016-08-20 01:13,Reading,
370626,769(10),2016-08-20 01:00,17.1,3939,-33.825419,151.081373,"354430070007696",2016-08-20 01:13,Reading,
370627,769(10),2016-08-20 01:10,16.9,3939,-33.82557,151.080972,"354430070007696",2016-08-20 01:13,Reading,
370660,769(10),2016-08-20 01:19,16.9,3936,-33.828211,151.082498,"354430070007696",2016-08-20 01:47,Reading,
370661,769(10),2016-08-20 01:29,16.6,3939,-33.825402,151.080953,"354430070007696",2016-08-20 01:47,Reading,
370662,769(10),2016-08-20 01:39,16.5,3939,-33.825524,151.080781,"354430070007696",2016-08-20 01:47,Reading,
370697,769(10),2016-08-20 01:49,16.5,3939,-33.82527,151.080683,"354430070007696",2016-08-20 02:22,Reading,
370698,769(10),2016-08-20 02:00,16.4,3937,-33.825276,151.080684,"354430070007696",2016-08-20 02:22,Reading,
370699,769(10),2016-08-20 02:10,16.4,3939,-33.825331,151.080604,"354430070007696",2016-08-20 02:22,Reading,
370700,769(10),2016-08-20 02:20,16.2,3939,-33.822046,151.08133,"354430070007696",2016-08-20 02:22,Reading,
370737,769(10),2016-08-20 02:29,16.2,3937,-33.822053,151.081198,"354430070007696",2016-08-20 02:56,Reading,
370738,769(10),2016-08-20 02:40,16.2,3939,-33.82206,151.081069,"354430070007696",2016-08-20 02:56,Reading,
370739,769(10),2016-08-20 02:50,16.1,3939,-33.821932,151.081255,"354430070007696",2016-08-20 02:56,Reading,
370769,769(10),2016-08-20 02:59,16.1,3939,-33.822138,151.081363,"354430070007696",2016-08-20 03:31,Reading,
370770,769(10),2016-08-20 03:10,16.0,3937,-33.822063,151.080981,"354430070007696",2016-08-20 03:31,Reading,
370771,769(10),2016-08-20 03:20,15.9,3939,-33.822162,151.081173,"354430070007696",2016-08-20 03:31,Reading,
370772,769(10),2016-08-20 03:30,15.9,3934,-33.821962,151.08104,"354430070007696",2016-08-20 03:31,Reading,
370807,769(10),2016-08-20 03:40,15.9,3936,-33.822358,151.08103,"354430070007696",2016-08-20 04:06,Reading,
370808,769(10),2016-08-20 03:50,15.8,3935,-33.822256,151.081128,"354430070007696",2016-08-20 04:06,Reading,
370809,769(10),2016-08-20 04:00,15.6,3933,-33.825019,151.080187,"354430070007696",2016-08-20 04:06,Reading,
370845,769(10),2016-08-20 04:10,15.6,3932,-33.825065,151.080359,"354430070007696",2016-08-20 04:40,Reading,
370846,769(10),2016-08-20 04:20,15.6,3931,-33.822267,151.081072,"354430070007696",2016-08-20 04:40,Reading,
370847,769(10),2016-08-20 04:30,15.5,3937,-33.82521,151.080366,"354430070007696",2016-08-20 04:40,Reading,
370849,769(10),2016-08-20 04:40,15.4,3932,-33.825263,151.080284,"354430070007696",2016-08-20 04:40,Reading,
370881,769(10),2016-08-20 04:50,15.4,3930,-33.825352,151.080359,"354430070007696",2016-08-20 05:15,Reading,
370882,769(10),2016-08-20 05:00,15.2,3933,-33.817682,151.073823,"354430070007696",2016-08-20 05:15,Reading,
370883,769(10),2016-08-20 05:10,15.2,3933,-33.821991,151.077174,"354430070007696",2016-08-20 05:15,Reading,
370919,769(10),2016-08-20 05:19,15.2,3933,-33.825243,151.079862,"354430070007696",2016-08-20 05:50,Reading,
370920,769(10),2016-08-20 05:30,15.1,3933,-33.825622,151.080193,"354430070007696",2016-08-20 05:50,Reading,
370921,769(10),2016-08-20 05:39,15.0,3932,-33.825528,151.080096,"354430070007696",2016-08-20 05:50,Reading,
370922,769(10),2016-08-20 05:49,14.9,3933,-33.825467,151.080186,"354430070007696",2016-08-20 05:50,Reading,
370956,769(10),2016-08-20 06:00,14.9,3933,-33.825548,151.080928,"354430070007696",2016-08-20 06:25,Reading,
370957,769(10),2016-08-20 06:10,14.8,3933,-33.825391,151.080535,"354430070007696",2016-08-20 06:25,Reading,
370958,769(10),2016-08-20 06:19,14.8,3933,-33.825642,151.081018,"354430070007696",2016-08-20 06:25,Reading,
370996,769(10),2016-08-20 06:29,14.6,3933,-33.825734,151.080703,"354430070007696",2016-08-20 06:59,Reading,
370997,769(10),2016-08-20 06:39,14.5,3933,-33.825842,151.080794,"354430070007696",2016-08-20 06:59,Reading,
370998,769(10),2016-08-20 06:49,14.5,3933,-33.825742,151.081113,"354430070007696",2016-08-20 06:59,Reading,
371031,769(10),2016-08-20 07:00,14.5,3933,-33.825734,151.080703,"354430070007696",2016-08-20 07:31,Reading,
371032,769(10),2016-08-20 07:07,14.4,3926,-33.832043,151.08441,"354430070007696",2016-08-20 07:31,Moving,
371033,769(10),2016-08-20 07:09,14.4,3933,-33.835687,151.074672,"354430070007696",2016-08-20 07:31,Reading,
371034,769(10),2016-08-20 07:18,14.2,3932,-33.862378,151.053107,"354430070007696",2016-08-20 07:31,Stop,
371035,769(10),2016-08-20 07:19,14.2,3933,-33.86156,151.05129,"354430070007696",2016-08-20 07:31,Reading,
371036,769(10),2016-08-20 07:30,14.1,3933,-33.861634,151.051253,"354430070007696",2016-08-20 07:31,Reading,
371075,769(10),2016-08-20 07:39,14.1,3933,-33.862327,151.052966,"354430070007696",2016-08-20 08:06,Reading,
371076,769(10),2016-08-20 07:49,14.0,3933,-33.86217,151.053102,"354430070007696",2016-08-20 08:06,Reading,
371077,769(10),2016-08-20 08:00,13.9,3933,-33.862065,151.054353,"354430070007696",2016-08-20 08:06,Reading,
371109,769(10),2016-08-20 08:09,14.0,3932,-33.860009,151.054336,"354430070007696",2016-08-20 08:37,Reading,
371110,769(10),2016-08-20 08:20,13.9,3930,-33.864559,151.049794,"354430070007696",2016-08-20 08:37,Reading,
371111,769(10),2016-08-20 08:29,13.8,3932,-33.860509,151.050037,"354430070007696",2016-08-20 08:37,Reading,
371145,769(10),2016-08-20 08:39,13.8,3928,-33.860025,151.054904,"354430070007696",2016-08-20 09:09,Reading,
371146,769(10),2016-08-20 08:49,13.8,3928,-33.858598,151.054181,"354430070007696",2016-08-20 09:09,Reading,
371147,769(10),2016-08-20 09:00,13.6,3928,-33.861501,151.051319,"354430070007696",2016-08-20 09:09,Reading,
371188,769(10),2016-08-20 09:09,13.8,3928,-33.856423,151.055616,"354430070007696",2016-08-20 09:42,Reading,
371189,769(10),2016-08-20 09:20,13.6,3928,-33.858178,151.05245,"354430070007696",2016-08-20 09:42,Reading,
371190,769(10),2016-08-20 09:29,13.6,3925,-33.860608,151.054023,"354430070007696",2016-08-20 09:42,Reading,
371191,769(10),2016-08-20 09:40,13.8,3928,-33.859078,151.056149,"354430070007696",2016-08-20 09:42,Reading,
371216,769(10),2016-08-20 09:49,13.9,3928,-33.85867,151.056261,"354430070007696",2016-08-20 10:15,Reading,
371217,769(10),2016-08-20 09:59,14.0,3927,-33.858619,151.055998,"354430070007696",2016-08-20 10:15,Reading,
371218,769(10),2016-08-20 10:09,14.0,3927,-33.859851,151.049891,"354430070007696",2016-08-20 10:15,Reading,
371225,769(10),2016-08-20 10:19,14.2,3928,-33.858817,151.055784,"354430070007696",2016-08-20 10:22,Reading,
371226,769(10),2016-08-20 10:22,14.2,3928,-33.857109,151.050891,"354430070007696",2016-08-20 10:22,LightOn,"LightOn"
371231,769(10),2016-08-20 10:24,13.6,3928,-33.858467,151.054096,"354430070007696",2016-08-20 10:25,LightOff,"LightOff"
371232,769(10),2016-08-20 10:24,13.5,3923,-33.858731,151.054622,"354430070007696",2016-08-20 10:25,Moving,
371246,769(10),2016-08-20 10:29,9.9,3928,-33.848178,151.058564,"354430070007696",2016-08-20 10:43,Reading,
371248,769(10),2016-08-20 10:34,6.5,3921,-33.850209,151.063184,"354430070007696",2016-08-20 10:43,Stop,
371249,769(10),2016-08-20 10:39,5.5,3920,-33.850178,151.063714,"354430070007696",2016-08-20 10:43,Reading,
371278,769(10),2016-08-20 10:50,5.4,3924,-33.838562,151.079142,"354430070007696",2016-08-20 11:14,Reading,
371279,769(10),2016-08-20 10:52,5.8,3924,-33.832729,151.086989,"354430070007696",2016-08-20 11:14,Moving,
371280,769(10),2016-08-20 10:56,6.0,3923,-33.821194,151.086578,"354430070007696",2016-08-20 11:14,Stop,
371281,769(10),2016-08-20 10:59,6.4,3923,-33.821194,151.086578,"354430070007696",2016-08-20 11:14,Reading,
371282,769(10),2016-08-20 11:09,7.1,3923,-33.821194,151.086578,"354430070007696",2016-08-20 11:14,Reading,
371309,769(10),2016-08-20 11:19,7.9,3923,-33.821194,151.086578,"354430070007696",2016-08-20 11:48,Reading,
371310,769(10),2016-08-20 11:30,8.5,3926,-33.819859,151.081861,"354430070007696",2016-08-20 11:48,Reading,
371311,769(10),2016-08-20 11:39,9.0,3921,-33.818967,151.080606,"354430070007696",2016-08-20 11:48,Reading,
371576,769(10),2016-08-20 11:49,9.5,3923,-33.819347,151.084659,"354430070007696",2016-08-20 12:20,Reading,
371577,769(10),2016-08-20 12:00,10.1,3920,-33.821194,151.086578,"354430070007696",2016-08-20 12:20,Reading,
371578,769(10),2016-08-20 12:09,10.6,3923,-33.821194,151.086578,"354430070007696",2016-08-20 12:20,Reading,
371579,769(10),2016-08-20 12:19,11.4,3923,-33.821194,151.086578,"354430070007696",2016-08-20 12:20,Reading,
371622,769(10),2016-08-20 12:30,12.0,3920,-33.821194,151.086578,"354430070007696",2016-08-20 12:53,Reading,
371623,769(10),2016-08-20 12:39,12.6,3923,-33.816183,151.07663,"354430070007696",2016-08-20 12:53,Reading,
371624,769(10),2016-08-20 12:50,13.1,3921,-33.822742,151.080215,"354430070007696",2016-08-20 12:53,Reading,
371657,769(10),2016-08-20 12:59,13.5,3923,-33.82275,151.081476,"354430070007696",2016-08-20 13:26,Reading,
371658,769(10),2016-08-20 13:10,13.9,3922,-33.821194,151.086578,"354430070007696",2016-08-20 13:26,Reading,
371659,769(10),2016-08-20 13:20,14.1,3923,-33.82538,151.081791,"354430070007696",2016-08-20 13:26,Reading,
371699,769(10),2016-08-20 13:29,14.5,3923,-33.822903,151.081736,"354430070007696",2016-08-20 13:59,Reading,
371700,769(10),2016-08-20 13:40,14.8,3923,-33.821194,151.086578,"354430070007696",2016-08-20 13:59,Reading,
371701,769(10),2016-08-20 13:50,15.0,3923,-33.822422,151.081029,"354430070007696",2016-08-20 13:59,Reading,
371847,769(10),2016-08-20 13:59,15.4,3923,-33.821194,151.086578,"354430070007696",2016-08-20 14:33,Reading,
371848,769(10),2016-08-20 14:09,15.6,3923,-33.821194,151.086578,"354430070007696",2016-08-20 14:33,Reading,
371849,769(10),2016-08-20 14:20,15.8,3923,-33.821194,151.086578,"354430070007696",2016-08-20 14:33,Reading,
371850,769(10),2016-08-20 14:29,16.0,3923,-33.821194,151.086578,"354430070007696",2016-08-20 14:33,Reading,
371903,769(10),2016-08-20 14:40,16.2,3923,-33.821194,151.086578,"354430070007696",2016-08-20 15:06,Reading,
371904,769(10),2016-08-20 14:50,16.4,3923,-33.821194,151.086578,"354430070007696",2016-08-20 15:06,Reading,
371906,769(10),2016-08-20 15:00,16.5,3923,-33.821194,151.086578,"354430070007696",2016-08-20 15:06,Reading,
371939,769(10),2016-08-20 15:10,16.6,3921,-33.821194,151.086578,"354430070007696",2016-08-20 15:39,Reading,
371940,769(10),2016-08-20 15:19,16.6,3923,-33.822678,151.081319,"354430070007696",2016-08-20 15:39,Reading,
371941,769(10),2016-08-20 15:30,16.8,3920,-33.821194,151.086578,"354430070007696",2016-08-20 15:39,Reading,
371973,769(10),2016-08-20 15:39,16.9,3919,-33.821194,151.086578,"354430070007696",2016-08-20 16:13,Reading,
371974,769(10),2016-08-20 15:49,16.9,3922,-33.821194,151.086578,"354430070007696",2016-08-20 16:13,Reading,
371975,769(10),2016-08-20 16:00,17.0,3923,-33.821194,151.086578,"354430070007696",2016-08-20 16:13,Reading,
371976,769(10),2016-08-20 16:09,17.0,3920,-33.821599,151.080819,"354430070007696",2016-08-20 16:13,Reading,
372139,769(10),2016-08-20 16:20,17.1,3923,-33.822693,151.081397,"354430070007696",2016-08-20 16:46,Reading,
372140,769(10),2016-08-20 16:29,17.1,3923,-33.821194,151.086578,"354430070007696",2016-08-20 16:46,Reading,
372141,769(10),2016-08-20 16:40,17.1,3923,-33.821194,151.086578,"354430070007696",2016-08-20 16:46,Reading,
372183,769(10),2016-08-20 16:50,17.2,3921,-33.822377,151.084838,"354430070007696",2016-08-20 17:18,Reading,
372184,769(10),2016-08-20 17:00,17.2,3921,-33.822456,151.081488,"354430070007696",2016-08-20 17:18,Reading,
372185,769(10),2016-08-20 17:10,17.2,3920,-33.821194,151.086578,"354430070007696",2016-08-20 17:18,Reading,
372220,769(10),2016-08-20 17:19,17.2,3918,-33.822619,151.08506,"354430070007696",2016-08-20 17:51,Reading,
372221,769(10),2016-08-20 17:29,17.2,3918,-33.825322,151.081899,"354430070007696",2016-08-20 17:51,Reading,
372222,769(10),2016-08-20 17:40,17.1,3921,-33.818355,151.072764,"354430070007696",2016-08-20 17:51,Reading,
